	MedCodeId	Observations	Term	CVD		
881	a5011291000006119	80	Haemorrhagic cerebral infarction	CVD		
882	a5011291000006119	80	Haemorrhagic cerebral infarction	CVD		
883	a5011461000006111	70	Anterior circulation stroke of uncertain pathology	CVD		
884	a5583021000006113	70	Subarachnoid haemorrhage from middle cerebral artery aneurysm	CVD		
885	a426321000006116	70	"[X]Sequelae of stroke,not specfd as h'morrhage or infarction"	CVD		
886	a316130010	70	Subdural and cerebral haemorrhage due to birth trauma	CVD		
887	a5518041000006112	70	Spontaneous subarachnoid haemorrhage	CVD		
888	a5011161000006115	70	Lacunar stroke	CVD		
889	a5011161000006115	70	Lacunar stroke	CVD		
890	a5011461000006111	70	Anterior circulation stroke of uncertain pathology	CVD		
891	a3515794015	70	Acute cerebral ischaemia	CVD		
892	a296938014	70	Thrombosis of superior longitudinal sinus	CVD		
893	a3515794015	70	Acute cerebral ischaemia	CVD		
894	a316153011	70	Cerebral haemorrhage due to birth injury	CVD		
895	a5011041000006118	70	Anterior cerebral circulation infarction	CVD		
896	a5011041000006118	70	Anterior cerebral circulation infarction	CVD		
897	a1988841000006112	60	"Intraventricular (nontraumatic) haemorrhage, grade 4, of fetus and newborn"	CVD		
898	a4777881000006112	60	"Intracerebral haemorrhage, multiple localised"	CVD		
899	a1842021000006111	60	Neonatal cerebral haemorrhage	CVD		
900	a307780013	60	Obstetric cerebral venous thrombosis	CVD		
901	a300253017	60	Subarachnoid haemorrhage from vertebral artery	CVD		
902	a158442019	60	Systemic lupus erythematosus encephalitis	CVD		
903	a4777881000006112	60	"Intracerebral haemorrhage, multiple localised"	CVD		
904	a4056881000006110	60	Subdural hematoma	CVD		
905	a300396012	60	Occlusion and stenosis of anterior cerebral artery	CVD		
906	a307782017	60	Cerebral venous thrombosis in the puerperium	CVD		
907	a884461000006113	60	Basilar artery occluded	CVD		
908	a75861010	50	Cerebrovascular amyloidosis	CVD		
909	a316553015	50	Intracranial nontraumatic haemorrhage of fetus and newborn	CVD		
910	a35801000006116	50	Other cerebral h'ge after injury no open intracranial wound	CVD		
911	a5583081000006112	50	Subarachnoid haemorrhage from posterior communicating artery aneurysm	CVD		
912	a2267781000000118	50	Retinocochleocerebral vasculopathy	CVD		
913	a313569017	50	"Congenital anomaly of cerebral vessel, unspecified"	CVD		
914	a313577018	50	Cerebrovascular system anomaly NOS	CVD		
915	a3193191000006110	50	Nonruptured cerebral aneurysm	CVD		
916	a5492201000006111	40	TIA - Transient ischaemic attack	CVD		
917	a296936013	40	Embolism central nervous system venous sinus NOS	CVD		
918	a300944018	40	[X]Other specified cerebrovascular diseases	CVD		
919	a12761901000006117	40	Subarachnoid hemorrhage	CVD		
920	a744871000006114	40	Intracranial nontraumatic haemorrhage of foetus and newborn	CVD		
921	a296951016	40	Thrombophlebitis of central nervous system venous sinus NOS	CVD		
922	a1235534016	40	Binswanger's encephalopathy	CVD		
923	a1235534016	40	Binswanger's encephalopathy	CVD		
924	a7378271000006116	40	Intracranial haemorrhage following injury	CVD		
925	a5934331000006110	40	Chronic intracranial subdural haematoma	CVD		
926	a5011141000006119	40	Posterior cerebral circulation stroke	CVD		
927	a316151013	40	Extradural haemorrhage in foetus or newborn	CVD		
928	a320735017	40	Subarachnoid haemorrhage following injury with open intracranial wound	CVD		
929	a394431000006118	40	Intracranial nontraumatic haemorrhage of foetus and newborn	CVD		
930	a296949015	40	Thrombophlebitis of superior longitudinal venous sinus	CVD		
931	a7071901000006111	40	Thalamic infarction	CVD		
932	a5492201000006111	40	TIA - Transient ischaemic attack	CVD		
933	a5011141000006119	40	Posterior cerebral circulation stroke	CVD		
934	a287283010	40	Rupture of syphilitic cerebral aneurysm	CVD		
935	a267321000006114	40	"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction"	CVD		
936	a12223121000006111	40	ICH - intracerebral haemorrhage	CVD		
937	a296932010	40	Embolism cavernous sinus	CVD		
938	a12223121000006111	40	ICH - intracerebral haemorrhage	CVD		
939	a6846141000006118	40	Cardioembolic stroke	CVD		
940	a6846141000006118	40	Cardioembolic stroke	CVD		
941	a300244012	40	Subarachnoid haemorrhage from carotid siphon and bifurcation	CVD		
942	a5011121000006114	30	PACS - Partial anterior cerebral circulation stroke	CVD		
943	a6990991000006112	30	Ischemic stroke	CVD		
944	a13909901000006119	30	Cerebral ischaemic stroke co-occurrent with subarachnoid haemorrhage	CVD		
945	a6990991000006112	30	Ischemic stroke	CVD		
946	a5011121000006114	30	PACS - Partial anterior cerebral circulation stroke	CVD		
947	a7085871000006117	30	Extradural intracranial haematoma	CVD		
948	a13909901000006119	30	Cerebral ischaemic stroke co-occurrent with subarachnoid haemorrhage	CVD		
949	a126301000006113	30	Stenosis of precerebral artery	CVD		
950	a896531000006110	30	Cerebral h'ge after injury	CVD		
951	a320897016	30	Other cerebral haemorrhage following injury NOS	CVD		
952	a543251000006116	30	Cerebrovascular disorder in the puerperium	CVD		
953	a6348291000006115	30	Thrombotic stroke	CVD		
954	a6348291000006115	30	Thrombotic stroke	CVD		
955	a483988011	30	Bulbar haemorrhage	CVD		
956	a483988011	30	Bulbar haemorrhage	CVD		
957	a320771016	30	Open traumatic subdural haemorrhage	CVD		
958	a5011211000006112	30	Pure sensory lacunar infarction	CVD		
959	a124141000006116	30	Subdural h'ge inj no open intracran wnd+LOC unspec duration	CVD		
960	a5011211000006112	30	Pure sensory lacunar infarction	CVD		
961	a480952017	30	Perinatal subarachnoid haemorrhage	CVD		
962	a884501000006113	30	Cerebral A. occlusion NOS	CVD		
963	a267311000006118	30	Occlusion and stenosis of multiple and bilateral cerebral arteries	CVD		
964	a300942019	30	[X]Occlusion and stenosis of other precerebral arteries	CVD		
965	a7855631000006111	20	Cerebral ischaemic stroke due to small artery occlusion	CVD		
966	a14014251000006116	20	Cerebrovascular accident due to occlusion of bilateral pontine arteries	CVD		
967	a884491000006117	20	Precerebral A. occlusion NOS	CVD		
968	a300345010	20	Multiple and bilateral precerebral artery syndromes	CVD		
969	a370681000006116	20	[X]Cerebral arteritis in other diseases CE	CVD		
970	a14014251000006116	20	Cerebrovascular accident due to occlusion of bilateral pontine arteries	CVD		
971	a5589641000006112	20	Intracerebellar and posterior fossa haemorrhage	CVD		
972	a542271000006119	20	Cerebellar (nontraumatic) and posterior fossa haemorrhage of foetus and newborn	CVD		
973	a894091000006111	20	Cerebral haemorrhage - birth	CVD		
974	a7071911000006114	20	Thalamic stroke	CVD		
975	a5011451000006114	20	Stroke of uncertain pathology	CVD		
976	a300345010	20	Multiple and bilateral precerebral artery syndromes	CVD		
977	a316519019	20	Subarachnoid haemorrhage due to birth injury	CVD		
978	a7855631000006111	20	Cerebral ischaemic stroke due to small artery occlusion	CVD		
979	a660071000006113	20	Extradural h'ge inj no open intracran wnd+concussion unspec	CVD		
980	a5589641000006112	20	Intracerebellar and posterior fossa haemorrhage	CVD		
981	a2901571000006113	20	Completed stroke	CVD		
982	a296942012	20	Phlebitis cavernous sinus	CVD		
983	a1221072019	20	Embolism of central nervous system venous sinus	CVD		
984	a7289121000006119	20	Recurrent transient cerebral ischaemic attack	CVD		
985	a3508964014	20	Cerebrovascular accident due to thrombus of left middle cerebral artery	CVD		
986	a7289121000006119	20	Recurrent transient cerebral ischaemic attack	CVD		
987	a320814012	20	Extradural haemorrhage following injury with open intracranial wound	CVD		
988	a2901571000006113	20	Completed stroke	CVD		
989	a4837471000006112	20	"Intraventricular (nontraumatic) haemorrhage, grade 3, of fetus and newborn"	CVD		
990	a3509810017	20	Cerebrovascular accident due to occlusion of right middle cerebral artery	CVD		
991	a316150014	20	Intracerebral haematoma in fetus or newborn	CVD		
992	a3508964014	20	Cerebrovascular accident due to thrombus of left middle cerebral artery	CVD		
993	a5011521000006118	20	Vertebrobasilar territory transient ischaemic attack	CVD		
994	a459518012	20	Traumatic extradural haematoma with open intracranial wound	CVD		
995	a7598981000006119	20	Cerebral infarction due to embolism of middle cerebral artery	CVD		
996	a5011521000006118	20	Vertebrobasilar territory transient ischaemic attack	CVD		
997	a5011451000006114	20	Stroke of uncertain pathology	CVD		
998	a4056931000006116	20	Brain stem haemorrhage	CVD		
999	a3778021000006116	20	LMS - Lateral medullary syndrome	CVD		
1000	a4056931000006116	20	Brain stem haemorrhage	CVD		
1001	a3505637014	20	Occlusion of left middle cerebral artery	CVD		
1002	a5011111000006118	20	Partial anterior cerebral circulation stroke	CVD		
1003	a3505637014	20	Occlusion of left middle cerebral artery	CVD		
1004	a5011111000006118	20	Partial anterior cerebral circulation stroke	CVD		
1005	a3778021000006116	20	LMS - Lateral medullary syndrome	CVD		
1006	a3648381000006112	10	Thrombosis of superior sagittal sinus	CVD		
1007	a2838001000006118	10	Cerebral venous thrombosis of lateral sinus	CVD		
1008	a3509794017	10	Cerebrovascular accident due to occlusion of left middle cerebral artery	CVD		
1009	a3193201000006113	10	Unruptured cerebral aneurysm	CVD		
1010	a5011071000006114	10	Total anterior cerebral circulation stroke	CVD		
1011	a3509794017	10	Cerebrovascular accident due to occlusion of left middle cerebral artery	CVD		
1012	a3508965010	10	Stroke due to thrombus of left middle cerebral artery	CVD		
1013	a5011081000006112	10	TACS - Total anterior cerebral circulation stroke	CVD		
1014	a3508965010	10	Stroke due to thrombus of left middle cerebral artery	CVD		
1015	a7861171000006114	10	White matter disorder with CADASIL	CVD		
1016	a124161000006117	10	Subdural h'ge inj no open intracranial wnd + unspec consc	CVD		
1017	a5011501000006111	10	Anterior circulation transient ischemic attack	CVD		
1018	a3522701000006112	10	CVD - Cerebrovascular disease	CVD		
1019	a296935012	10	Embolism transverse sinus	CVD		
1020	a2729571000000119	10	Cerebral infarction due to stenosis of cerebral artery	CVD		
1021	a2729571000000119	10	Cerebral infarction due to stenosis of cerebral artery	CVD		
1022	a2871271000006114	10	Intraventricular haemorrhage	CVD		
1023	a426481000006114	10	[X]Sequelae/other + unspecified cerebrovascular diseases	CVD		
1024	a2729551000000111	10	Cerebral infarction due to occlusion of cerebral artery	CVD		
1025	a2729551000000111	10	Cerebral infarction due to occlusion of cerebral artery	CVD		
1026	a286395017	10	Listerial cerebral arteritis	CVD		
1027	a13909881000006116	10	Cerebral ischaemic stroke due to global hypoperfusion with watershed infarct	CVD		
1028	a13909881000006116	10	Cerebral ischaemic stroke due to global hypoperfusion with watershed infarct	CVD		
1029	a3511955015	10	Thrombosis of right middle cerebral artery	CVD		
1030	a3511955015	10	Thrombosis of right middle cerebral artery	CVD		
1031	a300310019	10	Multiple and bilateral precerebral arterial occlusion	CVD		
1032	a660031000006110	10	Extradural h'ge inj no open intracra wnd+LOC unspec duration	CVD		
1033	a3930491000006117	10	Transient monocular blindness	CVD		
1034	a2262521000000110	10	Call-Fleming syndrome	CVD		
1035	a5011501000006111	10	Anterior circulation transient ischemic attack	CVD		
1036	a5588471000006111	10	Intraventricular haemorrhage of prematurity	CVD		
1037	a5582901000006111	10	Unruptured aneurysm of middle cerebral artery	CVD		
1038	a404781000006115	10	[X]Oth intracranial(nontraumatic)haemorrhages/fetus+newborn	CVD		
1039	a2622631000006114	10	Intrapontine haemorrhage	CVD		
1040	a3508961018	10	Cerebrovascular accident due to thrombus of right middle cerebral artery	CVD		
1041	a313575014	10	Congenital stricture of cerebral artery	CVD		
1042	a3508961018	10	Cerebrovascular accident due to thrombus of right middle cerebral artery	CVD		
1043	a3511959014	10	Thrombosis of left middle cerebral artery	CVD		
1044	a3511959014	10	Thrombosis of left middle cerebral artery	CVD		
1045	a3508962013	10	Stroke due to thrombus of right middle cerebral artery	CVD		
1046	a3505639012	10	Occlusion of right middle cerebral artery	CVD		
1047	a7839991000006115	10	Silent cerebral infarct	CVD		
1048	a988951000006117	10	Transient Ischaemic Attacks	CVD		
1049	a988951000006117	10	Transient Ischaemic Attacks	CVD		
1050	a7839991000006115	10	Silent cerebral infarct	CVD		
1051	a3505639012	10	Occlusion of right middle cerebral artery	CVD		
1052	a5011081000006112	10	TACS - Total anterior cerebral circulation stroke	CVD		
1053	a2622631000006114	10	Intrapontine haemorrhage	CVD		
1054	a3508962013	10	Stroke due to thrombus of right middle cerebral artery	CVD		
1055	a5011071000006114	10	Total anterior cerebral circulation stroke	CVD		
1056	a5595891000006118	9	Berry aneurysm	CVD		
1057	a660091000006114	9	Extradural h'ge inj no open intracranial wnd + unspec consc	CVD		
1058	a7378421000006118	9	Traumatic intracerebral haemorrhage	CVD		
1059	a11920121000006117	9	Transient cerebral ischemia	CVD		
1060	a11920121000006117	9	Transient cerebral ischemia	CVD		
1061	a124051000006118	9	Subdural h'ge inj + open intracran wnd+LOC unspec duration	CVD		
1062	a7363341000006119	8	Intraparenchymal haemorrhage of brain	CVD		
1063	a5934341000006117	8	Chronic intracranial subdural hematoma	CVD		
1064	a315694014	8	Congenital anomaly of precerebral vessel	CVD		
1065	a5011241000006111	8	Lacunar ataxic hemiparesis	CVD		
1066	a3507383012	8	Spontaneous haemorrhage of cortical intracerebral hemisphere	CVD		
1067	a407291000006117	8	[X]Other cerebrovascular disorders in diseases CE	CVD		
1068	a7067291000006113	8	Infarction of medulla oblongata	CVD		
1069	a7067291000006113	8	Infarction of medulla oblongata	CVD		
1070	a639231000006117	8	Embolus of central nervous system venous sinus	CVD		
1071	a5904271000006110	8	CCF - carotid cavernous fistula	CVD		
1072	a5459261000006114	8	Traumatic subdural haematoma	CVD		
1073	a124151000006119	8	Subdural h'ge inj no open intracran wound+concussion unspec	CVD		
1074	a5597281000006110	8	Ruptured cerebral arteriovenous malformation	CVD		
1075	a3507383012	8	Spontaneous haemorrhage of cortical intracerebral hemisphere	CVD		
1076	a3777981000006119	8	Posterior inferior cerebellar artery syndrome	CVD		
1077	a3777981000006119	8	Posterior inferior cerebellar artery syndrome	CVD		
1078	a5011241000006111	8	Lacunar ataxic hemiparesis	CVD		
1079	a5011171000006110	7	LACI - Lacunar infarction	CVD		
1080	a5459301000006117	7	Traumatic cranial subarachnoid haemorrhage	CVD		
1081	a5011541000006113	7	Posterior circulation transient ischemic attack	CVD		
1082	a5011541000006113	7	Posterior circulation transient ischemic attack	CVD		
1083	a660021000006112	7	"Extradural haemorrhage following injury with open intracranial wound, with no loss of consciousness"	CVD		
1084	a3508955016	7	Cerebrovascular accident due to thrombus of basilar artery	CVD		
1085	a5011101000006116	7	PACI - Partial anterior cerebral circulation infarction	CVD		
1086	a7134251000006110	7	Intraparenchymal hematoma of brain	CVD		
1087	a5011171000006110	7	LACI - Lacunar infarction	CVD		
1088	a3071661000006112	7	Subdural hemorrhage	CVD		
1089	a14182621000006113	7	Cryptogenic stroke	CVD		
1090	a3508955016	7	Cerebrovascular accident due to thrombus of basilar artery	CVD		
1091	a4198341000006113	7	Intracranial haemorrhage following injury without open intracranial wound	CVD		
1092	a5588511000006118	7	Perinatal subependymal haemorrhage	CVD		
1093	a5011101000006116	7	PACI - Partial anterior cerebral circulation infarction	CVD		
1094	a7085881000006119	7	Extradural haematoma	CVD		
1095	a12223111000006115	6	Intracerebral hemorrhage	CVD		
1096	a2841141000006111	6	SAH - Subarachnoid haemorrhage	CVD		
1097	a4056971000006118	6	Thrombosis of cerebral veins	CVD		
1098	a5898441000006118	6	Haematoma of brain	CVD		
1099	a13717171000006112	6	Cerebrovascular accident due to stenosis of bilateral carotid arteries	CVD		
1100	a5011351000006119	6	Posterior cerebral circulation haemorrhagic infarction	CVD		
1101	a5904251000006117	6	Carotid cavernous fistula	CVD		
1102	a13717171000006112	6	Cerebrovascular accident due to stenosis of bilateral carotid arteries	CVD		
1103	a4837421000006111	6	"Intraventricular (nontraumatic) haemorrhage, grade 2, of foetus and newborn"	CVD		
1104	a296946010	6	Phlebitis of central nervous system venous sinus NOS	CVD		
1105	a4056901000006112	6	SDH - Subdural hematoma	CVD		
1106	a12223111000006115	6	Intracerebral hemorrhage	CVD		
1107	a5011351000006119	6	Posterior cerebral circulation haemorrhagic infarction	CVD		
1108	a660081000006111	5	Extradural h'ge inj no open intracranial wnd + no loss consc	CVD		
1109	a660041000006117	5	Extradural h'ge inj no open intracran wnd+>24hr LOC+recovery	CVD		
1110	a4777861000006119	5	Intracerebral haemorrhage with intraventricular haemorrhage	CVD		
1111	a3553621000006119	5	Vertebral artery thrombosis	CVD		
1112	a5459181000006112	5	Extradural haemorrhage after injury	CVD		
1113	a123391000006113	5	Subarachnoid h'ge inj no open intracran wnd+<1hr loss consc	CVD		
1114	a123411000006113	5	Subarachnoid h'ge inj no open intracran wnd+no loss consc	CVD		
1115	a4056891000006113	5	SDH - Subdural haematoma	CVD		
1116	a4777861000006119	5	Intracerebral haemorrhage with intraventricular haemorrhage	CVD		
1117	a3507370011	5	Spontaneous haemorrhage of cerebral hemisphere	CVD		
1118	a3512178012	5	Embolus of right middle cerebral artery	CVD		
1119	a3507370011	5	Spontaneous haemorrhage of cerebral hemisphere	CVD		
1120	a5582941000006113	5	Unruptured aneurysm of posterior communicating artery	CVD		
1121	a3512178012	5	Embolus of right middle cerebral artery	CVD		
1122	a124191000006113	5	Subdural h'ge inj no open intracranial wound+no loss consc	CVD		
1123	a5898461000006119	5	Cerebellar haematoma	CVD		
1124	a123381000006110	5	"Subarachnoid haemorrhage following injury with open intracranial wound, with no loss of consciousness"	CVD		
1125	a307879017	5	Puerperal cerebrovascular disorder unspecified	CVD		
1126	a4193641000006111	5	Nonparalytic stroke	CVD		
1127	a4193641000006111	5	Nonparalytic stroke	CVD		
1128	a4835801000006114	5	Cerebral haematoma in foetus or newborn	CVD		
1129	a39831000006110	5	Oth cerebral h'ge inj no open intracranial wnd+no loss consc	CVD		
1130	a6837051000006119	5	Basal ganglion stroke	CVD		
1131	a5595911000006116	5	Saccular aneurysm	CVD		
1132	a659991000006112	5	Extradural h'ge inj + open intracran wnd+LOC unspec duration	CVD		
1133	a6837051000006119	5	Basal ganglion stroke	CVD		
1134	a12370661000006114	5	Dementia with mixed aetiology	CVD		
1135	a3610801000006115	5	BIH - Benign intracranial hypertension	CVD		
1136	a307880019	5	Puerperal cerebrovascular disorder - delivered	CVD		
1137	a124111000006115	5	"Subdural haemorrhage following injury with open intracranial wound, with no loss of consciousness"	CVD		
1138	a702641000006119	5	Middle meningeal haemmorhage following injury	CVD		
1139	a2871261000006119	5	Intraventricular hemorrhage	CVD		
1140	a5011661000006113	4	Cerebral venous thrombosis of cortical vein	CVD		
1141	a3505651014	4	Occlusion of left posterior cerebral artery	CVD		
1142	a3505651014	4	Occlusion of left posterior cerebral artery	CVD		
1143	a307884011	4	Puerperal cerebrovascular disorder NOS	CVD		
1144	a296941017	4	Phlebitis of central nervous system venous sinuses	CVD		
1145	a2832651000006111	4	Subcortical haemorrhage	CVD		
1146	a894331000006110	4	Fetal cerebral haemorrhage	CVD		
1147	a2832651000006111	4	Subcortical haemorrhage	CVD		
1148	a2475584018	4	Phlebitis lateral sinus	CVD		
1149	a296945014	4	Phlebitis transverse sinus	CVD		
1150	a5011551000006110	4	Posterior circulation transient ischaemic attack	CVD		
1151	a411416011	4	Stroke in the puerperium	CVD		
1152	a6349401000006115	4	Neonatal stroke	CVD		
1153	a5582931000006115	4	Unruptured aneurysm of anterior communicating artery	CVD		
1154	a411416011	4	Stroke in the puerperium	CVD		
1155	a5011551000006110	4	Posterior circulation transient ischaemic attack	CVD		
1156	a5011431000006119	4	Lacunar haemorrhage	CVD		
1157	a5011431000006119	4	Lacunar haemorrhage	CVD		
1158	a30981000006112	4	Oth cerebral h'ge inj no open intracran wnd+unspec consc	CVD		
1159	a7598991000006116	4	Thrombosis of middle cerebral artery	CVD		
1160	a5459281000006116	4	Traumatic cranial subarachnoid hemorrhage	CVD		
1161	a7834511000006116	4	Traumatic subarachnoid haemorrhage without coma	CVD		
1162	a5011231000006118	3	Pure sensorimotor lacunar infarction	CVD		
1163	a5011231000006118	3	Pure sensorimotor lacunar infarction	CVD		
1164	a9478321000006112	3	Amaurosis fugax of left eye	CVD		
1165	a123311000006115	3	Subarach h'ge inj no open intracran wnd + concussion unspec	CVD		
1166	a7599001000006116	3	Cerebral infarction due to thrombosis of middle cerebral artery	CVD		
1167	a2520541000006112	3	Intracranial hemorrhage	CVD		
1168	a3648521000006115	3	Neonatal intraventricular haemorrhage	CVD		
1169	a3508956015	3	Stroke due to basilar artery thrombus	CVD		
1170	a4189401000006111	3	Fahr disease	CVD		
1171	a3512176011	3	Embolus of left middle cerebral artery	CVD		
1172	a3512176011	3	Embolus of left middle cerebral artery	CVD		
1173	a13967201000006117	3	Occlusion of branch of basilar artery	CVD		
1174	a3509817019	3	Left hemispheric cerebellar artery embolism with stroke	CVD		
1175	a3509817019	3	Left hemispheric cerebellar artery embolism with stroke	CVD		
1176	a13967201000006117	3	Occlusion of branch of basilar artery	CVD		
1177	a7090271000006110	3	Occipital subdural haematoma	CVD		
1178	a5011061000006119	3	TACI - Total anterior cerebral circulation infarction	CVD		
1179	a4777811000006117	3	Basal ganglia hemorrhage	CVD		
1180	a296934011	3	Embolism lateral sinus	CVD		
1181	a5011061000006119	3	TACI - Total anterior cerebral circulation infarction	CVD		
1182	a3971061000006111	3	Vertebral artery stenosis	CVD		
1183	a5011581000006119	3	Subarachnoid haemorrhage due to ruptured aneurysm	CVD		
1184	a7378401000006111	3	Traumatic intracerebral hemorrhage	CVD		
1185	a5011261000006110	3	Multi-infarct state	CVD		
1186	a5011261000006110	3	Multi-infarct state	CVD		
1187	a9478331000006110	3	Amaurosis fugax of right eye	CVD		
1188	a124171000006112	3	Subdural h'ge inj no open intracranial wnd+>24 LOC +recovery	CVD		
1189	a8195431000006118	3	Stroke/cerebrovascular accident 6 month review	CVD		
1190	a5011651000006111	3	Cerebral venous thrombosis of sigmoid sinus	CVD		
1191	a3508956015	3	Stroke due to basilar artery thrombus	CVD		
1192	a4777811000006117	3	Basal ganglia hemorrhage	CVD		
1193	a5518071000006116	3	SAH - Spontaneous subarachnoid haemorrhage	CVD		
1194	a123351000006119	2	Subarachnoid h'ge inj + open intracran wnd+concussion unspec	CVD		
1195	a200591000006119	2	Puerperal cerebrovascular disorder - delivered with postnatal complication	CVD		
1196	a5597481000006114	2	Ruptured aneurysm of anterior cerebral artery	CVD		
1197	a4057031000006117	2	Brain stem infarct	CVD		
1198	a300945017	2	[X]Cerebral arteritis in infectious and parasitic diseases	CVD		
1199	a5060601000006117	2	AVM - Cerebral arteriovenous malformation	CVD		
1200	a4057031000006117	2	Brain stem infarct	CVD		
1201	a12370641000006110	2	Dementia with mixed etiology	CVD		
1202	a7295961000006113	2	Superior cerebellar artery syndrome	CVD		
1203	a39751000006114	2	Oth cereb h'ge inj no open intracran wnd+concussion unspec	CVD		
1204	a7295961000006113	2	Superior cerebellar artery syndrome	CVD		
1205	a3510963013	2	Lacunar ataxic hemiparesis of left dominant side	CVD		
1206	a296933017	2	Embolism superior longitudinal sinus	CVD		
1207	a3510961010	2	Lacunar ataxic hemiparesis of right dominant side	CVD		
1208	a3510961010	2	Lacunar ataxic hemiparesis of right dominant side	CVD		
1209	a5583101000006116	2	Subarachnoid haemorrhage from basilar artery aneurysm	CVD		
1210	a8087231000006116	2	Right carotid artery occlusion	CVD		
1211	a39711000006113	2	Oth cereb h'ge inj + open intracran wnd+concussion unspec	CVD		
1212	a3964661000006114	2	Subcortical atherosclerotic dementia	CVD		
1213	a124131000006114	2	Subdural h'ge inj no open intracran wnd+1-24hr loss consc	CVD		
1214	a3964661000006114	2	Subcortical atherosclerotic dementia	CVD		
1215	a5589431000006117	2	Perinatal cerebral ischaemia	CVD		
1216	a3533574016	2	Spontaneous intracranial haemorrhage	CVD		
1217	a3533578018	2	Nontraumatic intracranial haemorrhage	CVD		
1218	a7067811000006116	2	Cerebral vasculitis	CVD		
1219	a3508958019	2	Cerebrovascular accident due to thrombus of right carotid artery	CVD		
1220	a3522691000006112	2	Cerebrovascular lesion	CVD		
1221	a3508958019	2	Cerebrovascular accident due to thrombus of right carotid artery	CVD		
1222	a3971071000006116	2	Vertebral artery narrowing	CVD		
1223	a3511086012	2	Thrombosis of right vertebral artery	CVD		
1224	a3509799010	2	Cerebrovascular accident due to occlusion of left posterior cerebral artery	CVD		
1225	a3511086012	2	Thrombosis of right vertebral artery	CVD		
1226	a3636969013	2	Occlusion of right middle cerebral artery by embolus	CVD		
1227	a3083011000006110	2	R.I.N.D. syndrome	CVD		
1228	a3636969013	2	Occlusion of right middle cerebral artery by embolus	CVD		
1229	a659981000006114	2	Extradural h'ge inj + open intracran wnd+concussion unspec	CVD		
1230	a4405821000006119	2	Disorder of intracranial venous sinus	CVD		
1231	a7134241000006113	2	Intraparenchymal haematoma of brain	CVD		
1232	a4854331000006110	2	Traumatic subdural hemorrhage	CVD		
1233	a5836951000006117	2	Intracranial venous thrombosis	CVD		
1234	a5058411000006114	2	Ruptured cerebral aneurysm	CVD		
1235	a123431000006119	2	Subarachnoid h'ge inj no open intracran wound + unspec consc	CVD		
1236	a3510963013	2	Lacunar ataxic hemiparesis of left dominant side	CVD		
1237	a13909861000006114	2	Cerebral ischaemic stroke due to dissection of artery	CVD		
1238	a13909861000006114	2	Cerebral ischaemic stroke due to dissection of artery	CVD		
1239	a3962581000006110	2	Thrombosis of cavernous venous sinus	CVD		
1240	a4056911000006110	2	Subdural intracranial haematoma	CVD		
1241	a5583121000006114	2	Subarachnoid haemorrhage from posterior inferior cerebellar artery aneurysm	CVD		
1242	a660051000006115	2	Extradural h'ge inj no open intracran wnd+>24hr LOC-restored	CVD		
1243	a39791000006115	1	Oth cerebral h'ge inj + open intracran wnd+1-24hr loss consc	CVD		
1244	a9843691000006117	1	Left vertebral artery dissection	CVD		
1245	a3509863013	1	Non-ruptured acquired cerebral aneurysm	CVD		
1246	a3561811000006118	1	Cerebral arteriosclerosis	CVD		
1247	a5011861000006114	1	Asymptomatic cerebrovascular disease	CVD		
1248	a7572361000006118	1	Non-aneurysmal subarachnoid intracranial haemorrhage	CVD		
1249	a659951000006118	1	Extradural haemorrhage following injury with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level	CVD		
1250	a5011331000006114	1	Anterior cerebral circulation haemorrhagic infarction	CVD		
1251	a3648391000006110	1	Sagittal sinus thrombosis	CVD		
1252	a5588531000006112	1	Germinal matrix haemorrhage	CVD		
1253	a2664611000006117	1	"Vascular dementia, with delirium"	CVD		
1254	a659961000006116	1	Extradural haemorrhage following injury with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level	CVD		
1255	a3964651000006112	1	Subcortical arteriosclerotic encephalopathy	CVD		
1256	a660001000006119	1	Extradural h'ge inj + open intracranial wnd + unspec consc	CVD		
1257	a3512174014	1	Embolus of right posterior cerebral artery	CVD		
1258	a7572421000006118	1	Cerebral vasoconstriction syndrome	CVD		
1259	a8026081000006119	1	Visual disturbance as sequela of cerebrovascular disease	CVD		
1260	a7108011000006118	1	Occipital extradural haematoma	CVD		
1261	a123301000006118	1	Subarach h'ge inj + open intracran wnd+LOC unspec duration	CVD		
1262	a5004981000006112	1	Intracranial septic embolism	CVD		
1263	a3512174014	1	Embolus of right posterior cerebral artery	CVD		
1264	a2871241000006118	1	Ventricular haemorrhage	CVD		
1265	a3636133016	1	Cerebrovascular accident due to occlusion of right middle cerebral artery by embolus	CVD		
1266	a6837061000006117	1	Basal ganglion infarct	CVD		
1267	a3636133016	1	Cerebrovascular accident due to occlusion of right middle cerebral artery by embolus	CVD		
1268	a8087221000006119	1	Left carotid artery occlusion	CVD		
1269	a6837061000006117	1	Basal ganglion infarct	CVD		
1270	a660101000006115	1	Extradural h'ge inj no open intracranial wnd+<1hr loss consc	CVD		
1271	a3964651000006112	1	Subcortical arteriosclerotic encephalopathy	CVD		
1272	a296943019	1	Phlebitis of superior longitudinal sinus	CVD		
