	MedCodeId	Observations	Term	stroke			
839	a12223131000006114	1	ICH - intracerebral hemorrhage	stroke			
840	a989201000006117	1	Cerebral haemorrhage	stroke			
841	a3510816012	1	Acute nontraumatic subdural hemorrhage	stroke			
842	a5459241000006110	1	Traumatic intracranial subdural hematoma	stroke			
843	a4057041000006110	1	Brain stem stroke	stroke			
844	a4057051000006112	1	Infarction of brain stem	stroke			
845	a3719851000006116	1	Cerebellar hemorrhage	stroke			
846	a989211000006119	1	Cerebral haemorrhage NOS	stroke			
847	a8089871000006114	1	Spontaneous subacute subdural hemorrhage	stroke			
848	a7563211000006113	1	Susac syndrome	stroke			
849	a4057041000006110	1	Brain stem stroke	stroke			
850	a4057051000006112	1	Infarction of brain stem	stroke			
851	a5111331000006119	1	Pituitary haemorrhage	stroke			
852	a8011371000006117	1	Sequela of ischaemic cerebral infarction	stroke			
853	a4778311000006112	1	Sequelae of cerebrovascular disease	stroke			
854	a124181000006110	1	Subdural h'ge inj no open intracranial wound+<1hr loss consc	stroke			
855	a3719851000006116	1	Cerebellar hemorrhage	stroke			
856	a5459221000006115	1	Traumatic cranial subdural haematoma	stroke			
